,Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
1563,F,47.0,Masters,Life Sciences,10.0,Research & Development,Low,Manager,1.0,Yes,Excellent,10.0,2.0,2.0,7.0,9.0,9.0,13.6378,NY,50.0,Married,12.0,Full Option Plan,Low
1564,F,44.0,Bachelors,Life Sciences,1.0,Research & Development,Very High,Junior Associate,3.0,Yes,Outstanding,19.0,0.0,1.0,0.0,0.0,0.0,14.5974,NY,24.0,Divorced,22.0,Full Option Plan,Low
1565,M,26.0,Masters,Medical,3.0,Research & Development,Low,Junior Associate,2.0,Yes,Excellent,7.0,2.0,3.0,2.0,0.0,2.0,14.1034,NY,34.0,Divorced,13.0,Full Option Plan,Low
1566,F,18.0,Bachelors,Life Sciences,0.0,Research & Development,High,Junior Associate,1.0,No,Excellent,0.0,2.0,3.0,0.0,0.0,0.0,10.5401,NY,23.0,Single,13.0,No Option Plan,Low
1567,F,52.0,Masters,Medical,8.0,Operations,High,Associate,2.0,No,Excellent,11.0,3.0,2.0,2.0,7.0,7.0,6.7039,NJ,19.0,Married,15.0,No Option Plan,Low
1568,M,28.0,Masters,Medical,3.0,Operations,Low,Junior Associate,5.0,Yes,Excellent,8.0,4.0,2.0,2.0,2.0,2.0,12.5997,NY,43.0,Married,13.0,No Option Plan,Low
1569,F,29.0,Masters,Other,7.0,Operations,Medium,Junior Associate,1.0,Yes,Excellent,7.0,4.0,2.0,7.0,0.0,7.0,11.309,NY,50.0,Married,11.0,No Option Plan,Low
1570,M,26.0,Below College,Technical Degree,6.0,Operations,High,Junior Associate,0.0,No,Outstanding,7.0,2.0,3.0,4.0,0.0,4.0,8.3233,NY,29.0,Single,22.0,No Option Plan,Low
1571,M,30.0,Bachelors,Technical Degree,1.0,Operations,High,Junior Associate,9.0,Yes,Outstanding,3.0,4.0,3.0,0.0,0.0,0.0,7.3144,NY,24.0,Single,23.0,No Option Plan,Low
1572,M,25.0,Bachelors,Medical,2.0,Operations,Low,Junior Associate,5.0,No,Excellent,6.0,5.0,3.0,2.0,0.0,2.0,15.0826,NJ,24.0,Married,13.0,Full Option Plan,Low
1573,F,29.0,Doctorate,Technical Degree,2.0,Operations,High,Junior Associate,5.0,No,Excellent,6.0,2.0,4.0,2.0,1.0,1.0,9.7906,NY,31.0,Married,16.0,No Option Plan,Low
1574,M,33.0,Below College,Medical,7.0,Marketing,Medium,Manager,7.0,Yes,Excellent,15.0,2.0,4.0,6.0,7.0,7.0,5.5501,NY,39.0,Married,12.0,No Option Plan,Low
1575,M,33.0,Below College,Medical,4.0,Marketing,Low,Junior Associate,7.0,No,Excellent,8.0,2.0,3.0,3.0,1.0,3.0,18.7621,NJ,50.0,Divorced,13.0,Small Option Plan,Low
1576,F,31.0,Bachelors,Life Sciences,1.0,Research & Development,Low,Manager,3.0,No,Excellent,12.0,2.0,3.0,0.0,0.0,0.0,10.5788,NY,45.0,Married,12.0,No Option Plan,Low
1577,M,22.0,Below College,Technical Degree,2.0,Research & Development,High,Junior Associate,5.0,No,Excellent,4.0,3.0,3.0,2.0,1.0,2.0,7.8803,NY,50.0,Single,16.0,No Option Plan,Low
1578,M,26.0,Bachelors,Technical Degree,1.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,1.0,3.0,1.0,0.0,0.0,0.0,8.0493,NY,46.0,Single,18.0,No Option Plan,Low
1579,M,24.0,Bachelors,Life Sciences,6.0,Research & Development,Low,Junior Associate,1.0,Yes,Excellent,6.0,4.0,3.0,3.0,1.0,2.0,16.4326,NJ,34.0,Married,16.0,No Option Plan,Low
1580,M,20.0,Below College,Medical,1.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,1.0,5.0,3.0,0.0,1.0,1.0,19.3581,NY,47.0,Single,11.0,No Option Plan,Low
1581,M,33.0,Bachelors,Life Sciences,10.0,Research & Development,Low,Junior Associate,1.0,Yes,Excellent,10.0,3.0,3.0,8.0,9.0,7.0,10.6122,NY,50.0,Single,11.0,No Option Plan,Low
1582,F,28.0,Some College,Life Sciences,7.0,Research & Development,Low,Junior Associate,7.0,Yes,Excellent,10.0,4.0,3.0,7.0,3.0,7.0,1.9004,NY,31.0,Single,13.0,No Option Plan,Low
1583,F,42.0,Bachelors,Medical,2.0,Research & Development,High,Junior Associate,6.0,Yes,Excellent,7.0,2.0,3.0,2.0,2.0,2.0,16.4479,NJ,42.0,Divorced,12.0,No Option Plan,Low
1584,M,33.0,Masters,Other,10.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,10.0,2.0,2.0,9.0,7.0,8.0,14.8273,NY,45.0,Single,13.0,No Option Plan,Low
1585,F,55.0,Bachelors,Medical,5.0,Finance,Very High,VP to C-Level,5.0,Yes,Excellent,24.0,2.0,3.0,2.0,1.0,4.0,6.3958,NJ,42.0,Married,13.0,Full Option Plan,Low
1586,M,23.0,Bachelors,Life Sciences,0.0,Finance,High,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,3.0,0.0,0.0,0.0,7.7381,NJ,38.0,Married,21.0,Large Option Plan,Low
1587,M,29.0,Some College,Life Sciences,1.0,Finance,Medium,Junior Associate,1.0,Yes,Excellent,1.0,1.0,3.0,0.0,0.0,0.0,18.1115,NJ,21.0,Married,11.0,Full Option Plan,Low
1588,M,58.0,Masters,Life Sciences,31.0,Finance,Very High,VP to C-Level,7.0,Yes,Excellent,40.0,2.0,3.0,15.0,13.0,8.0,12.0058,NY,41.0,Single,12.0,No Option Plan,Low
1589,M,28.0,Masters,Medical,2.0,Finance,High,Junior Associate,6.0,No,Excellent,5.0,3.0,2.0,2.0,2.0,1.0,10.4402,NJ,28.0,Single,17.0,No Option Plan,Low
1590,F,26.0,Some College,Medical,8.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,8.0,2.0,3.0,7.0,1.0,7.0,11.4704,NY,46.0,Married,14.0,No Option Plan,Low
1591,F,35.0,Masters,Life Sciences,10.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,10.0,3.0,2.0,2.0,7.0,8.0,19.2795,NJ,47.0,Divorced,19.0,No Option Plan,Low
1592,F,32.0,Masters,Life Sciences,1.0,Information Technology,Low,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,1.0,0.0,0.0,1.0,10.6403,NJ,40.0,Single,24.0,No Option Plan,Low
1593,F,58.0,Below College,Life Sciences,1.0,Information Technology,Very High,Junior Associate,9.0,Yes,Excellent,3.0,3.0,2.0,0.0,0.0,0.0,16.4957,NJ,39.0,Divorced,14.0,Full Option Plan,Low
1594,F,21.0,Below College,Other,1.0,Information Technology,Very High,Junior Associate,1.0,No,Excellent,1.0,3.0,2.0,0.0,0.0,0.0,12.1079,NY,22.0,Single,19.0,No Option Plan,Low
1595,M,22.0,Below College,Life Sciences,3.0,Information Technology,Medium,Associate,0.0,Yes,Excellent,4.0,3.0,4.0,2.0,0.0,2.0,15.5501,NY,37.0,Married,19.0,Full Option Plan,Low
1596,M,41.0,Masters,Life Sciences,7.0,Information Technology,Medium,Junior Associate,4.0,Yes,Excellent,10.0,1.0,2.0,7.0,1.0,0.0,12.8825,NJ,33.0,Divorced,13.0,Full Option Plan,Low
1597,F,39.0,Bachelors,Medical,2.0,Information Technology,Very High,Junior Associate,7.0,Yes,Outstanding,8.0,2.0,1.0,2.0,2.0,2.0,12.6798,NY,21.0,Married,21.0,No Option Plan,Low
1598,M,20.0,Bachelors,Technical Degree,1.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,16.6666,NJ,28.0,Single,19.0,No Option Plan,Low
1599,M,58.0,Bachelors,Technical Degree,1.0,Research & Development,Very High,Junior Associate,4.0,No,Outstanding,7.0,4.0,3.0,0.0,0.0,0.0,18.7865,NJ,25.0,Single,24.0,No Option Plan,Low
1600,F,31.0,Some College,Medical,3.0,Research & Development,High,Junior Associate,0.0,Yes,Outstanding,6.0,0.0,3.0,2.0,1.0,2.0,15.6756,NJ,40.0,Single,22.0,No Option Plan,Low
1601,M,29.0,Bachelors,Life Sciences,0.0,Research & Development,Very High,Junior Associate,6.0,Yes,Outstanding,3.0,5.0,3.0,0.0,0.0,0.0,7.2544,NY,36.0,Single,20.0,No Option Plan,Low
1602,M,30.0,Bachelors,Life Sciences,5.0,Research & Development,Low,Junior Associate,4.0,Yes,Excellent,7.0,2.0,3.0,2.0,0.0,1.0,14.257,NJ,43.0,Married,11.0,No Option Plan,Low
1603,M,35.0,Masters,Other,4.0,Research & Development,High,Junior Associate,1.0,Yes,Outstanding,5.0,2.0,1.0,2.0,0.0,2.0,7.6918,NJ,20.0,Divorced,24.0,Full Option Plan,Low
1604,F,20.0,Bachelors,Medical,1.0,Marketing,Very High,Junior Associate,1.0,Yes,Excellent,7.0,2.0,3.0,0.0,0.0,0.0,14.8337,NY,32.0,Single,15.0,No Option Plan,Low
1605,M,30.0,Bachelors,Medical,3.0,Marketing,Medium,Junior Associate,0.0,No,Excellent,4.0,3.0,3.0,2.0,1.0,2.0,9.5792,NJ,49.0,Single,17.0,No Option Plan,Low
1606,M,37.0,Some College,Medical,1.0,Marketing,Low,Associate,5.0,No,Excellent,15.0,2.0,1.0,0.0,0.0,0.0,4.6992,NY,34.0,Married,15.0,No Option Plan,Low
1607,M,36.0,Masters,Life Sciences,17.0,Marketing,High,Junior Associate,1.0,No,Excellent,18.0,1.0,3.0,13.0,15.0,14.0,12.0956,NY,36.0,Single,16.0,No Option Plan,Low
1608,M,36.0,Bachelors,Other,1.0,Marketing,Low,Associate,7.0,No,Excellent,9.0,3.0,2.0,0.0,0.0,0.0,15.9389,NY,26.0,Divorced,14.0,Full Option Plan,Low
1609,M,26.0,Bachelors,Life Sciences,3.0,Research & Development,Low,Junior Associate,6.0,Yes,Excellent,6.0,2.0,3.0,2.0,1.0,2.0,3.9713,NY,45.0,Married,14.0,Full Option Plan,Low
1610,M,21.0,Bachelors,Life Sciences,1.0,Research & Development,High,Junior Associate,1.0,No,Excellent,8.0,6.0,2.0,0.0,1.0,0.0,19.4439,NJ,20.0,Single,13.0,No Option Plan,Low
1611,F,51.0,Masters,Life Sciences,10.0,Research & Development,Low,Junior Associate,9.0,Yes,Excellent,18.0,2.0,4.0,0.0,2.0,7.0,18.2156,NJ,25.0,Married,12.0,Small Option Plan,Low
1612,F,28.0,Some College,Technical Degree,10.0,Research & Development,Medium,Manager,1.0,No,Excellent,10.0,2.0,2.0,7.0,1.0,9.0,4.1466,NY,39.0,Single,12.0,No Option Plan,Low
1613,M,33.0,Masters,Medical,13.0,Research & Development,Low,Associate,1.0,No,Outstanding,14.0,4.0,3.0,7.0,3.0,8.0,6.613,NY,34.0,Single,22.0,No Option Plan,Low
1614,F,25.0,Below College,Technical Degree,7.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,7.0,3.0,4.0,7.0,5.0,6.0,10.8459,NY,38.0,Married,15.0,Full Option Plan,Low
1615,M,26.0,Bachelors,Medical,1.0,Research & Development,Low,Junior Associate,1.0,No,Outstanding,1.0,0.0,2.0,1.0,0.0,0.0,10.7747,NY,50.0,Divorced,20.0,Full Option Plan,Low
1616,F,33.0,Bachelors,Medical,2.0,Research & Development,Low,Junior Associate,4.0,Yes,Outstanding,9.0,0.0,3.0,2.0,2.0,2.0,12.545,NY,49.0,Single,20.0,No Option Plan,Low
1617,M,28.0,Bachelors,Medical,1.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,4.9567,NJ,28.0,Divorced,15.0,Large Option Plan,Low
1618,M,39.0,Bachelors,Life Sciences,18.0,Research & Development,Low,Executive,7.0,No,Excellent,21.0,4.0,3.0,7.0,11.0,5.0,6.6064,NY,20.0,Divorced,11.0,Small Option Plan,Low
1619,M,18.0,Below College,Medical,0.0,Research & Development,High,Junior Associate,1.0,No,Excellent,0.0,0.0,3.0,0.0,0.0,0.0,13.3316,NY,36.0,Single,12.0,No Option Plan,Low
1620,M,31.0,Bachelors,Medical,2.0,Research & Development,High,Junior Associate,1.0,No,Excellent,6.0,5.0,2.0,2.0,2.0,2.0,6.7514,NY,36.0,Married,12.0,Full Option Plan,Low
1621,M,28.0,Below College,Life Sciences,1.0,Operations,High,Junior Associate,1.0,Yes,Excellent,1.0,4.0,2.0,1.0,0.0,0.0,15.7664,NJ,37.0,Married,11.0,No Option Plan,Low
1622,M,44.0,Masters,Life Sciences,6.0,Operations,High,Junior Associate,1.0,Yes,Excellent,6.0,4.0,3.0,4.0,0.0,2.0,16.1511,NY,28.0,Single,11.0,No Option Plan,Low
1623,M,22.0,Masters,Life Sciences,0.0,Operations,High,Junior Associate,0.0,Yes,Excellent,1.0,5.0,3.0,0.0,0.0,0.0,6.971,NJ,36.0,Married,11.0,Full Option Plan,Low
1624,F,41.0,Some College,Life Sciences,1.0,Operations,Low,Junior Associate,6.0,No,Excellent,5.0,2.0,1.0,0.0,0.0,0.0,6.6089,NY,24.0,Divorced,17.0,Full Option Plan,Low
1625,F,24.0,Some College,Life Sciences,1.0,Operations,Very High,Junior Associate,1.0,No,Excellent,1.0,3.0,1.0,0.0,0.0,0.0,18.9194,NJ,31.0,Married,13.0,Full Option Plan,Low
1626,M,19.0,Bachelors,Medical,1.0,Operations,Low,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,4.0,1.0,0.0,0.0,5.49,NJ,19.0,Single,25.0,No Option Plan,Low
1627,M,21.0,Some College,Life Sciences,2.0,Operations,Low,Junior Associate,1.0,No,Outstanding,2.0,2.0,1.0,2.0,2.0,2.0,7.5923,NJ,41.0,Single,20.0,No Option Plan,Low
1628,M,44.0,Bachelors,Medical,10.0,Research & Development,Low,Manager,1.0,No,Excellent,10.0,2.0,3.0,7.0,0.0,5.0,17.5043,NJ,33.0,Married,11.0,Full Option Plan,Low
1629,F,29.0,Bachelors,Technical Degree,7.0,Research & Development,Medium,Junior Associate,3.0,Yes,Excellent,10.0,2.0,3.0,7.0,7.0,7.0,13.1687,NY,42.0,Divorced,13.0,Large Option Plan,Low
1630,M,32.0,Some College,Life Sciences,10.0,Research & Development,Very High,Associate,1.0,No,Excellent,10.0,3.0,3.0,4.0,1.0,1.0,7.2579,NY,44.0,Married,18.0,Full Option Plan,Low
1631,M,39.0,Bachelors,Medical,5.0,Research & Development,High,Junior Associate,0.0,No,Excellent,6.0,2.0,3.0,2.0,0.0,3.0,10.3612,NJ,32.0,Single,13.0,No Option Plan,Low
1632,M,44.0,Bachelors,Life Sciences,3.0,Research & Development,Low,Junior Associate,4.0,No,Excellent,10.0,4.0,4.0,2.0,1.0,2.0,12.5823,NJ,26.0,Married,12.0,No Option Plan,Low
1633,M,58.0,Masters,Medical,10.0,Research & Development,High,Manager,7.0,Yes,Excellent,31.0,0.0,2.0,9.0,5.0,9.0,13.2045,NY,39.0,Married,14.0,No Option Plan,Low
1634,M,31.0,Masters,Medical,10.0,Research & Development,Very High,Associate,1.0,Yes,Excellent,10.0,3.0,2.0,2.0,6.0,7.0,10.6831,NY,43.0,Married,15.0,No Option Plan,Low
1635,M,27.0,Masters,Life Sciences,8.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,8.0,2.0,3.0,2.0,7.0,7.0,7.7724,NY,50.0,Single,13.0,No Option Plan,Low
1636,F,49.0,Some College,Life Sciences,4.0,Finance,Low,Associate,3.0,No,Outstanding,20.0,2.0,3.0,3.0,1.0,3.0,16.15,NY,35.0,Single,20.0,No Option Plan,Low
1637,M,29.0,Below College,Other,8.0,Finance,High,Manager,0.0,Yes,Excellent,9.0,1.0,3.0,7.0,7.0,7.0,10.7563,NY,33.0,Single,12.0,No Option Plan,Low
1638,M,31.0,Bachelors,Life Sciences,1.0,Finance,Low,Junior Associate,1.0,No,Excellent,1.0,3.0,4.0,0.0,0.0,0.0,11.5275,NY,19.0,Single,12.0,No Option Plan,Low
1639,M,39.0,Bachelors,Life Sciences,1.0,Finance,Low,Junior Associate,2.0,Yes,Outstanding,11.0,2.0,4.0,0.0,0.0,0.0,14.3706,NY,29.0,Single,23.0,No Option Plan,Low
1640,M,31.0,Doctorate,Life Sciences,10.0,Finance,High,Manager,1.0,No,Excellent,10.0,2.0,3.0,8.0,4.0,7.0,4.9743,NJ,36.0,Single,11.0,No Option Plan,Low
1641,M,31.0,Bachelors,Life Sciences,2.0,Research & Development,Medium,Junior Associate,6.0,Yes,Excellent,7.0,2.0,1.0,2.0,2.0,2.0,6.4654,NY,36.0,Married,13.0,Full Option Plan,Low
1642,F,24.0,Bachelors,Medical,0.0,Research & Development,Medium,Junior Associate,2.0,Yes,Excellent,7.0,2.0,2.0,0.0,0.0,0.0,13.2138,NY,44.0,Single,11.0,No Option Plan,Low
1643,M,28.0,Some College,Medical,0.0,Research & Development,High,Junior Associate,7.0,No,Excellent,8.0,2.0,2.0,0.0,0.0,0.0,10.58,NY,43.0,Single,11.0,No Option Plan,Low
1644,M,29.0,Masters,Technical Degree,9.0,Research & Development,Low,Junior Associate,6.0,No,Excellent,11.0,2.0,1.0,7.0,0.0,7.0,9.588,NY,46.0,Single,13.0,No Option Plan,Low
1645,M,40.0,Masters,Life Sciences,5.0,Research & Development,Very High,Junior Associate,3.0,No,Excellent,15.0,3.0,1.0,4.0,1.0,0.0,5.7436,NY,39.0,Single,14.0,No Option Plan,Low
1646,M,31.0,Bachelors,Life Sciences,7.0,Information Technology,Very High,Junior Associate,1.0,No,Excellent,7.0,2.0,1.0,2.0,7.0,7.0,15.2515,NJ,20.0,Single,12.0,No Option Plan,Low
1647,M,35.0,Bachelors,Life Sciences,1.0,Information Technology,Low,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,11.2181,NY,33.0,Divorced,12.0,Full Option Plan,Low
1648,M,53.0,Doctorate,Technical Degree,33.0,Information Technology,High,Manager,0.0,No,Excellent,34.0,4.0,3.0,7.0,1.0,9.0,18.66,NJ,36.0,Married,16.0,Full Option Plan,Low
1649,M,38.0,Bachelors,Medical,5.0,Information Technology,High,Associate,4.0,No,Excellent,7.0,2.0,3.0,2.0,1.0,4.0,8.7477,NY,23.0,Married,11.0,Large Option Plan,Low
1650,M,28.0,Bachelors,Medical,1.0,Information Technology,High,Junior Associate,1.0,Yes,Excellent,1.0,3.0,3.0,1.0,0.0,0.0,5.9322,NY,32.0,Married,17.0,Small Option Plan,Low
1651,M,40.0,Bachelors,Life Sciences,4.0,Information Technology,Low,Junior Associate,3.0,Yes,Excellent,10.0,3.0,1.0,2.0,0.0,3.0,11.5762,NY,46.0,Single,14.0,No Option Plan,Low
1652,M,23.0,Below College,Medical,5.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,8.0,2.0,3.0,4.0,1.0,2.0,11.9944,NY,22.0,Single,11.0,No Option Plan,Low
1653,M,32.0,Masters,Life Sciences,1.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,9.0,2.0,3.0,0.0,0.0,0.0,10.1161,NJ,20.0,Single,12.0,No Option Plan,Low
1654,M,43.0,Bachelors,Technical Degree,1.0,Research & Development,High,Junior Associate,9.0,Yes,Excellent,6.0,4.0,3.0,0.0,0.0,0.0,10.0303,NY,42.0,Married,16.0,Full Option Plan,Low
1655,M,22.0,Below College,Medical,1.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,6.0,6.0,3.0,0.0,0.0,0.0,11.574,NY,26.0,Married,17.0,No Option Plan,Low
1656,M,44.0,Some College,Medical,5.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,6.0,2.0,2.0,3.0,2.0,3.0,8.1934,NJ,21.0,Divorced,12.0,Small Option Plan,Low
1657,M,34.0,Masters,Life Sciences,7.0,Research & Development,Very High,Associate,4.0,No,Excellent,11.0,3.0,2.0,1.0,0.0,7.0,13.141,NY,50.0,Married,17.0,Full Option Plan,Low
1658,M,37.0,Masters,Medical,10.0,Finance,Very High,Associate,1.0,No,Excellent,10.0,4.0,1.0,3.0,0.0,8.0,13.5367,NY,29.0,Single,15.0,No Option Plan,Low
1659,F,46.0,Some College,Medical,9.0,Finance,Very High,Associate,4.0,No,Outstanding,13.0,2.0,4.0,7.0,3.0,7.0,10.2987,NY,28.0,Married,22.0,Full Option Plan,Low
1660,M,29.0,Some College,Life Sciences,1.0,Finance,Very High,Junior Associate,1.0,Yes,Outstanding,1.0,3.0,2.0,0.0,1.0,0.0,17.111,NJ,45.0,Single,24.0,No Option Plan,Low
1661,M,22.0,Below College,Life Sciences,1.0,Finance,Very High,Junior Associate,1.0,Yes,Outstanding,1.0,2.0,3.0,0.0,0.0,0.0,18.8074,NY,48.0,Single,23.0,No Option Plan,Low
1662,M,34.0,Masters,Technical Degree,5.0,Finance,Very High,Junior Associate,1.0,Yes,Outstanding,5.0,2.0,3.0,2.0,3.0,0.0,7.5933,NY,31.0,Married,23.0,Full Option Plan,Low
1663,M,56.0,Some College,Life Sciences,4.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,8.0,3.0,3.0,2.0,1.0,0.0,7.2523,NJ,20.0,Single,16.0,No Option Plan,Low
1664,F,32.0,Some College,Life Sciences,4.0,Research & Development,Low,Junior Associate,3.0,Yes,Excellent,8.0,2.0,3.0,1.0,0.0,3.0,12.6066,NJ,30.0,Single,14.0,No Option Plan,Low
1665,M,28.0,Bachelors,Technical Degree,4.0,Research & Development,High,Junior Associate,5.0,No,Excellent,6.0,2.0,2.0,1.0,0.0,3.0,19.8708,NJ,22.0,Divorced,12.0,Full Option Plan,Low
1666,M,29.0,Masters,Medical,2.0,Research & Development,Low,Junior Associate,9.0,Yes,Excellent,4.0,3.0,4.0,2.0,2.0,2.0,5.8648,NY,24.0,Married,14.0,Small Option Plan,Low
1667,M,56.0,Some College,Technical Degree,10.0,Research & Development,Very High,Junior Associate,8.0,No,Excellent,14.0,4.0,1.0,9.0,9.0,8.0,10.8628,NY,40.0,Married,11.0,Full Option Plan,Low
1668,M,41.0,Some College,Life Sciences,6.0,Operations,Medium,Associate,8.0,Yes,Excellent,8.0,0.0,1.0,4.0,0.0,5.0,9.6449,NY,49.0,Single,11.0,No Option Plan,Low
1669,M,36.0,Masters,Life Sciences,5.0,Operations,High,Junior Associate,7.0,No,Outstanding,10.0,4.0,3.0,3.0,0.0,3.0,9.2,NY,29.0,Single,23.0,No Option Plan,Low
1670,M,39.0,Bachelors,Technical Degree,1.0,Operations,Very High,Associate,3.0,No,Excellent,19.0,6.0,4.0,0.0,0.0,0.0,9.0045,NY,32.0,Married,14.0,Full Option Plan,Low
1671,M,50.0,Some College,Marketing,3.0,Sales,Low,Junior Associate,1.0,Yes,Excellent,3.0,2.0,3.0,2.0,0.0,2.0,15.8955,NJ,41.0,Married,14.0,No Option Plan,Low
1672,M,46.0,Some College,Medical,9.0,Sales,High,Manager,1.0,No,Excellent,9.0,3.0,3.0,8.0,4.0,7.0,3.3234,NY,48.0,Single,16.0,No Option Plan,Low
1673,F,25.0,Bachelors,Marketing,6.0,Sales,High,Associate,1.0,Yes,Excellent,6.0,1.0,3.0,4.0,0.0,3.0,0.5844,NY,41.0,Single,11.0,No Option Plan,Low
1674,M,31.0,Masters,Life Sciences,7.0,Sales,Medium,Associate,4.0,Yes,Excellent,12.0,3.0,2.0,7.0,7.0,7.0,13.8832,NJ,37.0,Married,18.0,No Option Plan,Low
1675,M,19.0,Below College,Marketing,0.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,0.0,2.0,2.0,0.0,0.0,0.0,4.8285,NY,38.0,Single,19.0,No Option Plan,Low
1676,M,31.0,Bachelors,Life Sciences,2.0,Sales,Medium,Associate,3.0,Yes,Excellent,4.0,2.0,3.0,2.0,2.0,2.0,9.9051,NY,45.0,Married,11.0,Full Option Plan,Low
1677,F,19.0,Below College,Technical Degree,0.0,Sales,High,Junior Associate,0.0,No,Outstanding,1.0,5.0,4.0,0.0,0.0,0.0,18.5406,NJ,46.0,Single,21.0,No Option Plan,Low
1678,F,41.0,Some College,Marketing,4.0,Sales,Medium,Junior Associate,1.0,Yes,Outstanding,4.0,5.0,2.0,3.0,0.0,2.0,16.7178,NY,45.0,Single,22.0,No Option Plan,Low
1679,F,29.0,Bachelors,Marketing,10.0,Sales,Medium,Manager,1.0,No,Outstanding,10.0,3.0,2.0,4.0,1.0,9.0,10.5592,NJ,23.0,Married,22.0,Small Option Plan,Low
1680,M,32.0,Masters,Medical,14.0,Sales,Very High,Manager,1.0,No,Excellent,14.0,2.0,2.0,8.0,9.0,8.0,7.3662,NJ,40.0,Married,11.0,No Option Plan,Low
1681,M,30.0,Masters,Marketing,6.0,Sales,High,Associate,5.0,No,Excellent,9.0,5.0,2.0,3.0,0.0,1.0,14.9921,NY,30.0,Single,15.0,No Option Plan,Low
1682,M,26.0,Masters,Marketing,8.0,Sales,Very High,Associate,1.0,Yes,Excellent,8.0,0.0,3.0,7.0,7.0,4.0,5.7546,NY,49.0,Single,12.0,No Option Plan,Low
1683,F,39.0,Some College,Medical,1.0,Sales,Very High,Associate,4.0,Yes,Excellent,12.0,3.0,2.0,0.0,0.0,0.0,8.0724,NY,35.0,Married,18.0,No Option Plan,Low
1684,M,21.0,Below College,Technical Degree,3.0,Sales,Low,Junior Associate,1.0,Yes,Excellent,3.0,3.0,3.0,2.0,1.0,2.0,8.9918,NY,50.0,Single,11.0,No Option Plan,Low
1685,M,33.0,Bachelors,Marketing,1.0,Sales,Very High,Junior Associate,1.0,Yes,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,15.0962,NJ,19.0,Single,13.0,No Option Plan,Low
1686,F,41.0,Bachelors,Marketing,8.0,Sales,Low,Associate,1.0,No,Excellent,8.0,5.0,3.0,7.0,7.0,7.0,18.627,NJ,46.0,Single,18.0,No Option Plan,Low
1687,M,40.0,Some College,Marketing,6.0,Information Technology,High,Associate,2.0,Yes,Excellent,8.0,6.0,3.0,4.0,1.0,0.0,17.2561,NJ,40.0,Married,12.0,Large Option Plan,Low
1688,F,21.0,Bachelors,Life Sciences,1.0,Information Technology,High,Junior Associate,1.0,No,Excellent,1.0,0.0,3.0,0.0,0.0,0.0,17.8171,NJ,28.0,Single,15.0,No Option Plan,Low
1689,M,34.0,Bachelors,Marketing,5.0,Information Technology,Low,Associate,8.0,Yes,Excellent,9.0,3.0,2.0,2.0,0.0,4.0,15.0431,NY,32.0,Single,13.0,No Option Plan,Low
1690,F,24.0,Below College,Technical Degree,5.0,Information Technology,Low,Junior Associate,1.0,Yes,Excellent,6.0,4.0,3.0,3.0,1.0,4.0,4.2184,NJ,46.0,Single,16.0,No Option Plan,Low
1691,M,34.0,Some College,Marketing,2.0,Information Technology,Very High,Junior Associate,0.0,No,Excellent,3.0,3.0,2.0,2.0,1.0,0.0,19.9677,NY,30.0,Divorced,16.0,Full Option Plan,Low
1692,M,18.0,Bachelors,Marketing,0.0,Information Technology,Medium,Junior Associate,1.0,Yes,Excellent,0.0,3.0,3.0,0.0,0.0,0.0,5.1381,NY,41.0,Single,14.0,No Option Plan,Low
1693,F,32.0,Masters,Other,4.0,Sales,Very High,Associate,8.0,No,Excellent,6.0,2.0,3.0,2.0,1.0,2.0,7.2912,NY,36.0,Married,12.0,No Option Plan,Low
1694,F,30.0,Masters,Life Sciences,1.0,Sales,Medium,Junior Associate,1.0,No,Excellent,1.0,2.0,4.0,0.0,0.0,0.0,10.9224,NY,43.0,Married,18.0,Full Option Plan,Low
